gymId,name,address,lat,lng,location,shortDescription,longDescription
13633,Kanaans utegym,,59.34879587,17.85924717,"{""lat"": 59.348795867118504, ""lng"": 17.85924716544707}","Välkommen att träna på ett mindre utegym vid Mälarens kant, ett stenkast från Kanaans strandbad.","Om anläggningen
Utegymmet hittar du vid kanotklubbens lokaler vid första entrén till Kanaanbadet. Här finns träningsredskap för pull-up, sit-up och chest. Underlaget är av bark.
Bra att veta:
Vill du springa i samband med träningen så finns Grimsta motionsspår på andra sidan badet."
15242,Krausparkens utegym,Edward Swartz plan,59.30163681,17.96193271,"{""lat"": 59.30163680959073, ""lng"": 17.9619327128006}",Utegymmet ligger i Krausparken utmed Hägerstensvägen.," Fakta om anläggningen:
träningsredskap i trä, 
 armhävningsstänger i olika höjder, 
 sit-up-ramp för mage, 
 axelpress med stockar, 
 grusunderlag, "
13634,Kronobergsparkens utegym,Kronobergsparken,59.33334701,18.03694203,"{""lat"": 59.333347012784, ""lng"": 18.03694202644183}",Detta utegym ligger i Kronobergsparkens övre del.,"Fakta om anläggningen:
Utegymmet är avsett för lättare träning. Redskapen har rörliga delar och tränar både motorik och styrka. 
 Gymmet står på gummiasfalt. Bra att veta:
Intill utegymmet finns en hundrastgård och en basketplan. "
13635,Kungsholmsstrand utegym,Pipersgatan 45,59.33384602,18.04785921,"{""lat"": 59.33384601640562, ""lng"": 18.04785921295029}","Detta utegym ligger längs Kungsholms strandstig, nedanför Tekniska nämndhuset.","Fakta om anläggningen:
Gymmet består av sex olika redskap som kan användas på olika sätt efter dina egna förutsättningar. Gemensamt för redskapen är att du framförallt använder din egen kropp som motstånd. 
 Redskapen är i metall och trä. 
 Underlaget består av barkflis. "
14569,Kämpetorpsskolans utegym,Kedjevägen 59 (Medaljonggatan),59.28341761,17.99714028,"{""lat"": 59.283417605987935, ""lng"": 17.99714028247019}",Invid Kämpetorpsskolan och Kämpetorpshallarna finns ett utegym.,"Fakta om anläggningen:
Gymredskapen är av metall. 
 Utegymmet byggdes 2019. 
 Utegymmet ligger på skolgården till Kämpetorpsskolan. "
12759,Kärrtorps utegym,,59.285807,18.12549073,"{""lat"": 59.285807004764735, ""lng"": 18.125490726010717}",Ett komplett utegym som ni hittar mellan isrinken och motionsspåret. Det är ett lättare gym.,"Fakta om anläggningen:
Förutom den lättare vikten så är det ingen skillnad på utegymmets redskap. , 
 Här hittar du marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, stubbar samt räckhäv i olika nivåer. Allt placerat runt en stretchyta. "
13636,Lappkärrsbergets utegym,"Docentbacken, Lappkärrsberget",59.37066406,18.06162758,"{""lat"": 59.37066406247235, ""lng"": 18.061627584116817}",Gymmet är utrustat med fasta redskap där du tränar med hjälp av din egen kroppsvikt.,"Fakta om anläggningen:
Här finns bland annat chins-, volt- och dipsräcke, ribbstol, balansbom och redskap för boxjump. 
 Redskapen består av metall och trä. 
 Underlaget är flis och på platsen finns också ett trädäck. "
13637,Liljeholmens utegym,"Liljeholmsgränd 15, Stockholm",59.31067469,18.02041671,"{""lat"": 59.31067469102819, ""lng"": 18.020416711095724}",Har olika svårighetsgrader och är anpassat för personer med olika behov och förutsättningar.,"Fakta om anläggningen:
Vissa delar av redskapen i utegymmet kan sättas ihop till en helhet som du kan springa igenom. På så sätt tränar du kondition, balans, smidighet och styrka samtidigt.
Bra att veta:
Det finns en trappa från utegymmet upp mot Nybohovsbacken som passar bra att använda som löptrappor. 
 Ett tips är att kombinera träningen i utegymmet med att springa eller promenera runt sjön Trekanten. 
 Utegymmet ligger nära Liljeholmens tunnelbana och Liljeholmstorgets galleria med butiker och restauranger. "
15208,Lilla Blecktornsparkens utegym,,59.30860138,18.08378007,"{""lat"": 59.30860138380193, ""lng"": 18.08378006876786}",Gymmet är i trä och vid varje station finns det skyltar med information om vilken muskelgrupp som tränas.,"Utegymmet ligger intill tennisbanan. Här kan du bland annat göra marklyft, chins, knäböj och upphopp med hjälp av stockar i olika storlekar."
13638,Lillsjöns utegym,Kvarnbacksvägen,59.34206309,17.95357901,"{""lat"": 59.34206308993851, ""lng"": 17.953579012950875}",Välkommen att träna vid Lillsjöns utegym.,"Fakta om anläggningen:
Vid Lillsjön, Kvarnbacksvägen, finns ett komplett utegym i trä. Information om övningar finns vid respektive redskap. Underlaget är stenmjöl.
Bra att veta:
Det tar cirka 15 min att gå till utegymmet från Abrahamsbergs tunnelbanestation."
15336,Linabergsstigens utegym,Tappvägen,59.36191963,17.9512925,"{""lat"": 59.36191962597151, ""lng"": 17.95129249575481}",Välkommen att träna vid Linabergsstigens utegym.,"Fakta om anläggningen:
Utegymmet består av redskap i trä och metall på ett underlag av träflis.
Bra att veta:
Det tar cirka 13 minuter att gå från tvärbanans hållplats vid Karlsbodavägen."
14746,Långbroparkens utegym,I Långbro park vid Hultgränd,59.28256913,17.97502496,"{""lat"": 59.282569133897724, ""lng"": 17.975024962135198}",Några enkla redskap för träning finns vid lekplatsen i Långbro park.,"Fakta om anläggningen:
volträcken, 
 chins, 
 armgång, "
14969,Lövsta utegym,Lövsta Koloniväg 1,59.38924545,17.79177467,"{""lat"": 59.3892454537954, ""lng"": 17.791774666920645}",Vid starten av Lövsta motionsspår ligger detta fullstora utegym av trä.,"<h3>Fakta om anläggningen:</h3>
Anläggningen är ett komplett utegym. Belysning finns och är påslagen till 22.30.
I utegymmet kan du träna
marklyft, 
 ryggdrag, 
 armgång, 
 situps, 
 dips, 
 bänkpress, 
 axelpress, 
 knäböj, 
 upphopp, 
 balansträning. Här finns även en räckhäv i olika nivåer samt en stretchyta. 
Bra att veta:
Bord och bänkar finns bredvid gymmet."
14992,Maltesholmsbadets utegym,,59.35603684,17.84197797,"{""lat"": 59.356036844924, ""lng"": 17.841977968771204}","På Maltesholmsbadets östra strand, finns ett inhägnat utegym med vacker utsikt över stranden.","Fakta om anläggningen:
Maltesholmsbadets utegym i Hässelby strand ligger nära stranden i den östra delen av badet intill Grimstaskogen. Utegymmet är inhägnat. De flesta redskapen är i metall och en del är i trä. De flesta redskapen är placerade på grus.
Här finns följande redskap:
crosstrainer för kondition, 
 squat spring för balans, 
 dip-bar för rygg, bröst, armar och axlar, 
 stepbrädor för spänsthopp, 
 dips, armhävningar och rygglyft som tränar armar, rygg, bröst och ben, 
 battling ropes för armar, axlar och bål, 
 pull-up för armar och benlyft, 
 sit-up för rygglyft och sit-ups, 
 legpress för ben, 
 roterande ståplatta för stretching, 
 chest för bröst, armar och axlar, 
 back för rygg, armar och axlar, 
 hip för bål, ben och balans, 
 airwalker för ben och höft. Bra att veta:
Vill du springa i samband med träningen så finns Grimsta motionsspår i närheten. Möjlighet till parkering finns vid Maltesholmsbadet."
13639,Mellanbergsparkens utegym,"Personnevägen 103, Hägersten",59.29156638,17.98112353,"{""lat"": 59.29156638159436, ""lng"": 17.981123527866504}","Utegym i Mellanbergsparken, nära utomhusbassängen Hägerstensbadet.","Fakta om anläggningen:
Utegymmet är byggt i stål och trä. 
 Informationsskyltar finns på redskapen. 
 Belysning finns. Bra att veta:
I närheten ligger Hägerstensbadets utomhusbassäng och Västertorps sim- och idrottshall. "
14991,Melonparkens utegym,,59.36736199,17.83009172,"{""lat"": 59.367361988509266, ""lng"": 17.830091719825965}",I Melonparken finns ett utegym med redskap i metall där du kan träna allting!,"Fakta om anläggningen:
Melonparkens utegym i Hässelby ligger mellan öppna gräsytor och naturmark i stadsdelsparken Melonparken. Underlaget består av bark och redskapen är i metall. Här finns en armgång, parallella bommar för stående armgång, balansbom, situp och rygglyft.
Bra att veta:
I Melonparken finns förutom utegymmet även boulebanor och lekplats."
12772,Mossens utegym,,59.32906268,17.96426685,"{""lat"": 59.329062684966225, ""lng"": 17.964266854867766}",Utegymmet ligger i anknytning till Stora Mossens idrottsplats.,"Fakta om anläggningen:
Redskap finns för marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. 
 Här finns även räckhäv i olika nivåer samt en stretchyta. Bra att veta:
T-bana till Stora Mossen. Promenad 700 meter. , 
 På Stora Mossens IP finns också fotbollsplaner, två idrottshallar, två ishallar och friidrottsytor. 
 I ishallarnas entré finns en servering. "
13640,Mälarhöjdsbadets utegym,,59.29958023,17.92498835,"{""lat"": 59.299580228064386, ""lng"": 17.9249883528536}",Detta utegym helt i trä ligger vid Mälarhöjdsbadet.,"Redskap finns för
marklyft, 
 ryggdrag, 
 armgång, 
 situps, 
 dips, 
 bänkpress, 
 axelpress, 
 knäböj, 
 upphopp, 
 balansträning. Här finns även räckhäv i olika nivåer samt en stretchyta.
Kombinera din träning 
Du kan kombinera din träning med motionsspåret Bredängsspåret eller ett dopp i Mälarhöjdsbadet!"
15317,Måsens utegym,Nära parkleken Måsen.,59.24551216,18.06007033,"{""lat"": 59.24551215708316, ""lng"": 18.060070329649143}",Utegymmet ligger i närheten av parkleken Måsen.,"Fakta om anläggningen: 
Redskapen erbjuder en stor variation av övningar med egen kroppsvikt. Exempelvis finns:
hävstänger på olika höjd, 
 dips, 
 pull-ups , 
 romerska ringar, 
 battling ropes för kondition och arm- och ryggträning, 
 bänk för rygg – och magövningar, 
 hopphäckar. , Bra att veta:
Utegymmet ligger i närheten av parkleken Måsen, friluftsbadet i Fagersjö och Fagersjöskolan."
13641,Nytorps gärdes utegym,,59.28911304,18.10760143,"{""lat"": 59.28911304325135, ""lng"": 18.107601426438787}",Utegymmet ligger bredvid Nytorpsbadet mellan Björkhagen och Kärrtorp. Redskap finns för allting.,"Utegymmet är tillgängligt för alla, öppet årets alla dagar och det är gratis att använda."
13642,Nälsta utegym,,59.36953504,17.88022225,"{""lat"": 59.36953503508683, ""lng"": 17.880222253427643}",Nälsta utegym ligger öppet på Nälstafältet intill Skattegårdsvägen.,"Fakta om anläggningen:
Utegymmet ligger omgivet av öppna gräsytor intill Skattegårdsvägen. Redskapen är alla av trä och anläggningen står på underlag av grus.
I utegymmet finns redskap för:
marklyft, 
 ryggdrag, 
 armgång, 
 situps, 
 dips, 
 bänkpress, 
 axelpress, 
 knäböj, 
 upphopp, 
 balansträning. Här finns även hävräcke i olika nivåer samt en stretchyta. 
Bra att veta:
Inom området finns också två boulebanor för spontanspel."
13643,Oppundaparkens utegym,,59.27123221,18.07256872,"{""lat"": 59.27123221387399, ""lng"": 18.072568716719488}",Utegym invid Oppundaparken.,"Fakta om anläggningen: 
Ett komplett stockgym med:
magträning, 
 upphopp på stubbar och häck-hopp, 
 knäböj, 
 dips, 
 chins, 
 balansövningar. , Bra att veta: 
Det ligger en lekplats och en bollplan i anslutning till utegymmet. 
Gymmet är belyst. , 
 Gymmet ligger i anslutning till Majroskogen med möjlighet till motion och rekreation. "
13713,Oxtungans utegym,,59.37094873,17.81881474,"{""lat"": 59.37094872871623, ""lng"": 17.818814742956622}",Oxtungans utegym finns i anslutning till Oxtungans lekplats.,"Fakta om anläggningen:
Oxtungans utegym ligger i parkmiljö omgiven av stora träd nära Oxtungans lekpark. Underlaget för redskapen består av bark och redskapen är av metall och trä.
Här finns följande redskap:
stepbrädor för spänsthopp, 
 dips, 
 armhävningar och rygglyft som tränar armar, rygg, bröst och ben, 
 back'n'abs för rygglyft och situps, 
 monkey-bars med romerska ringar och armgång för axlar, armar, rygg och bröst. 
 Hävräcke på två olika höjder för chins/pushups för rygg, armar och axlar, 
 ladders för olika stretchövningar. Bra att veta:
Här finns också en basketbollkorg att träna på."
13644,Pålsundsparkens utegym,,59.31906069,18.02783258,"{""lat"": 59.31906068781133, ""lng"": 18.02783258265579}",Ett utegym i metall.,"Fakta om anläggningen:
Här kan du göra pullups och situps. Det finns ett redskap för överkroppsträning, för ryggen samt för stående crosstraining. 
Utegymmet är beläget längs med den fina strandpromenaden. Här finns även en instruktionstavla och en bänk. "
13645,Rålambshovsparkens utegym,Rålambshovsparken,59.32933957,18.02518447,"{""lat"": 59.32933956546485, ""lng"": 18.025184468359463}","Detta utegym ligger i mitten av Rålambshovsparken, mot Rålambshovsleden.","Fakta om utegymmet
Gymmet består av sex olika redskap som kan användas på olika sätt efter dina egna förutsättningar. Gemensamt för redskapen är att du använder din egen kropp som motstånd. 
 Redskapen är i metall och trä. Underlaget består av barkflis. 
 Gymmet innehåller även en så kallad street pole för poledance och polefitness samt en yta med konstgräs för att underlätta för till exempel stretching. I övrigt består underlaget av barkflis. Bra att veta:
Det finns en offentlig toalett i parken, som ligger i närheten av amfiteatern. "
15275,Saimaparkens utegym,Mitt i Akalla,59.41577637,17.9157209,"{""lat"": 59.41577637121298, ""lng"": 17.915720898596753}",Välkommen till Saimaparkens utegym! I en grönskande park mitt i Akalla.,"Förutom utegym finns här en lekpark, solstolar och en gräsyta med fotbollsmål."
13646,Sannadalsparkens utegym,Gröndalsvägen 61,59.31509573,18.00845661,"{""lat"": 59.31509572609946, ""lng"": 18.008456611096065}",Utegym i närheten av lekplatsen i Sannadalsparken i centrala Gröndal.,"Fakta om anläggningen:
Utegymmet är byggt i stål och trä. 
 Informationsskylt om redskapen finns. , 
 Belysning finns. Bra att veta:
Ligger nära tvärbanan. 
 Ligger i Sannadalsparken med lekplats, plaskdamm, bollplan och pingisbord finns. 
 I närområdet finns sjön Trekanten. "
12760,Skarpnäcksfältets utegym,Horisontvägen 15,59.27017495,18.11992184,"{""lat"": 59.270174950821236, ""lng"": 18.119921839929}",Utegymmet är beläget intill basebollplanen på Skarpnäcks sportfält.,"Fakta om anläggningen:
Det är ett komplett utegym med marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. , 
 Här finns även en räckhäv i olika nivåer samt en stretchyta. "
13647,Skärholmens utegym,,59.28300434,17.9019319,"{""lat"": 59.28300433786419, ""lng"": 17.901931895749236}",Stockholms stads erbjuder ett mindre utegym helt i trä nära Skärholmens gård.,"Utrustningen är utformad så att alla oavsett ålder kan använda den.
Den har de grundläggande funktioner som krävs för att träna och hålla kroppen i form."
13648,Smedsuddsbadets utegym,Smedsuddsbadet,59.32569204,18.0206935,"{""lat"": 59.32569203632055, ""lng"": 18.02069349575226}",Detta lilla utegym ligger längs gångvägen som löper förbi Smedsuddsbadet.,"Fakta om anläggningen:
På utegymmet finns ett chinsräcke i olika nivåer samt ett redskap för lyft. "
13649,Solbergaskogens utegym,"Nära Sulvägen 22, Hägersten",59.28575987,18.00616381,"{""lat"": 59.28575987124555, ""lng"": 18.006163811093984}",Olika redskap i trä och metall ligger nära parkleken Kristallen i Solberga. Finns en mindre konstgräsplan och boulebana.,"Nära parkleken Kristallen i Solbergaskogen finns ett mindre utegym.
Fakta om anläggningen:
Utegymmet har sju redskap, varav två rörliga. Redskap finns för ryggdrag, marklyft, dips, pullups, situps, axelpress, knäböj, upphopp, armhävningar. 
 Gymredskapen är av trä och metall. 
 Belysningen vid parkvägen intill är tänd när det är mörkt. 
 Utegymmet byggdes 2019. Bra att veta:
Utegymmet ligger nära Sulvägen 22 i stadsdelen Solberga. 
 Busshållplats Sulvägen trafikeras av linje 142, 300 meter promenad. 
 Närmaste toalett finns i parkleken Kristallen, och är öppen under parklekens öppettider. "
13650,Solbrännans utegym,Hörnet Götalandsvägen & Folkparksvägen,59.28196329,18.01627907,"{""lat"": 59.28196328574172, ""lng"": 18.016279068765947}",Utegymmet har sju redskap av trä och metall. I närheten finns Solbrännans skejtpark och en grillplats.,"Fakta om anläggningen:
Utegymmet har sju redskap, varav två rörliga. Redskap finns för ryggdrag, marklyft, dips, pullups, situps, axelpress, knäböj, upphopp, armhävningar. 
 Utegymmet byggdes 2019. 
 Gymredskapen är av trä och metall. 
 Belysning. Bra att veta:
Utegymmet ligger i parken Solbrännan vid hörnet Götalandsvägen-Folkparksvägen. 
 Älvsjö station, cirka 500 meters promenad. 
 Närmaste toalett finns på Älvsjö torg. 
 I närheten finns en skejtpark och en grillplats. "
13651,Solviks utegym,Ålstens skogsväg,59.31565918,17.96604456,"{""lat"": 59.31565917509359, ""lng"": 17.966044555276746}",Välkommen att träna vid Solviks utegym.,"Fakta om anläggningen:
Vid Solviksbadet, Ålstens skogsväg 24, finns ett komplett utegym i trä. Information om övningar finns vid respektive redskap.
Bra att veta:
Utegymmet ligger i anslutning till Solviksbadet och här finns även ett motionsspår. Det tar cirka 13 minuter att promenera från Smedslättens spårvägsstation. Parkeringsmöjlighet finns. Sommartid finns tillgång till toaletter vid badet."
12771,Spånga idrottsplats utegym,Solhems hagväg 2,59.38764495,17.90763679,"{""lat"": 59.38764495064225, ""lng"": 17.907636791471468}",Ett komplett utegym mellan fotbollshallen och löparbanorna på Spånga IP.,"Fakta om anläggningen:
Här finns marklyft, ryggdrag, armgång, situps, dips, bänkpress, axelpress, knäböj, upphopp och balansträning. , 
 Här finns också räckhäv i olika nivåer samt en stretchyta. "
13652,Spånga utegym,,59.38775341,17.87278953,"{""lat"": 59.38775340729024, ""lng"": 17.872789529549113}",Ett utegym för seniorer med specialredskap bredvid en populär boulebana i närheten av Spånga centrum.,"En anläggning som är särskilt skapad för dig i Spånga-Tensta stadsdelsområde med specialgjorda redskap som är lätta att använda för seniorer.
Parkstråk längs Kronofogdevägen i Spånga med boulebana, gång- och cykelväg. En parksoffa finns vid boulebanan och parken används även flitigt för hundrastning."
12770,Stora Sköndals utegym,,59.24934612,18.12574241,"{""lat"": 59.249346122814714, ""lng"": 18.125742414354622}","Stora Sköndal är Stockholms första tillgänglighetsanpassade utegym, placerat vid Stora Sköndals handikappbad.","Fakta om anläggningen:
Stora Sköndals utegym ligger bakom bassängbadet med Drevviken bara ett stenkast bort.
Här har vi i största möjliga mån försökt anpassa det ursprungliga utegymmet. Vi har utgått från en person i rullstol, gjort en del redskap greppvänligare samt tagit fram två helt nya redskap."
13653,Stråkets utegym,,59.36011156,17.83099673,"{""lat"": 59.36011156431526, ""lng"": 17.83099672995575}","Välkommen att träna på ett enklare utegym vid Stråkets parklek, med vacker utsikt mot Mälaren.","Fakta om anläggningen:
Utegymmet hittar du i anslutning till parkleken Stråket. Redskapen står på gräs. Här finns redskap så att du bland annat kan göra pull-ups och sit-ups samt en dip-bar.
Bra att veta:
Hässelby strands tunnelbanestation ligger på gångavstånd."
15176,Svampvägens utegym,Mellanvägen11,59.28157654,18.08057726,"{""lat"": 59.28157654384798, ""lng"": 18.080577264752687}",Välkommen till ett litet utegym med barkunderlag beläget mellan Svampvägen och Murklevägen.,"Utrustning
På platsen finns följande redskap:
Chins, 
 Upphopp, 
 Ryggdrag, Övrigt
Utegymmet är till för spontanidrott - det kan alltså inte bokas och är inte avsedd för organiserad idrott.
Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna.
Intill utegymmet finns sandlåda och sittplatser.
Närmaste stationer:
Sockenplan (tunnelbana), 
 Skogskyrkogården (tunnelbana), "
14799,Svandammsparkens utegym,Korsningen Tellusborgsvägen & Vattenledningsvägen,59.30171485,18.00583391,"{""lat"": 59.30171485366223, ""lng"": 18.005833907436298}","Ligger i Midsommarkransen. I parken finns även plaskdamm, lekplats, stora gräsytor och en mindre bollplan.","Fakta om anläggningen:
Ett litet gym byggt i trä och stål. 
 Det finns en informationsskylt om redskapen och träningstips intill gymmet. Bra att veta:
I parken finns bland annat plaskdamm, utedusch och toalett. 
 Gångavstånd till Midsommarkransens tunnelbana. 
 Restauranger och caféer finns i närområdet. "
13654,Sätradals utegym,,59.28616729,17.91714908,"{""lat"": 59.28616729238736, ""lng"": 17.9171490843707}",I Sätradalsparken hittar du ett utegym med sex olika redskap där du använder kroppen som motstånd.,"I Sätradalsparken hittar du ett utegym med sex olika redskap där du använder kroppen som motstånd. Gymmet är därmed lämpligt för människor i alla åldrar och oberoende av funktionsnedsättning. Gymmet är del av Sätra motionsspår, ett motionsspår i upplyst miljö på 2,5 kilometer som riktar sig till flickor och kvinnor."
13655,Sätrastrandsbadet utegym,"Alsätravägen 250, Skärholmen",59.28658779,17.8934048,"{""lat"": 59.286587787420046, ""lng"": 17.89340479760243}","Ett tillgängligt utegym i anslutning till strandbad med badramp, badbrygga och motionsspår.","Redskap finns för
marklyft, 
 ryggdrag, 
 armgång, 
 situps, 
 dips, 
 bänkpress, 
 axelpress, 
 knäböj, 
 upphopp, 
 balansträning. Här finns även räckhäv i olika nivåer samt en stretchyta.
Kombinera din träning
Du kan kombinera din träning med motionsspåret Skärholmsspåret eller ett dopp i Sätrastrandsbadet!"
13656,Tantolundens utegym,,59.31372358,18.03592731,"{""lat"": 59.31372358257336, ""lng"": 18.03592731109596}",Gymmet är i trä och är utformat så att den som tränar själv kan anpassa motståndet vid träningsredskapen.,"Fakta om anläggningen:
Här finns ett brett utbud av stationer och möjlighet att träna olika muskelgrupper. Vid varje station finns det skyltar med information om vilken muskelgrupp som tränas. Gymmet är tillgänglighetsanpassat."
15528,Teaterparkens utegym,Slutet av Förskottsvägen.,59.29818233,17.98637554,"{""lat"": 59.298182331252036, ""lng"": 17.98637553807809}",Utegymmet ligger i närheten av amfiteatern i Teaterparken i Telefonplan. Du när gymmet via parkvägar.,"Fakta om anläggningen:
Armgång, 
 Dips, 
 Ryggluft, 
 Pallar, "
13657,Tessinparkens seniorgym,Tessinparken mot Askrikegatan,59.34512973,18.0947082,"{""lat"": 59.345129731474984, ""lng"": 18.094708197606593}",I Tessinparkens norra del finns ett utegym särskilt anpassat för seniorer.,"I Tessinparken, vid bollplanen strax intill parkleken, finns ett utomhusgym särskilt anpassat för dig som är senior. En motionsform man kan genomföra utan att stressa. Det är också en plats för social samvaro, med bord för medhavd fika intill och bänkar att vila sig på.
Seniorgymmet anlades som svar på ett medborgarförslag från en boende i stadsdelen.
Fakta om anläggningen:
Olika redskap för till exempel styrke- och balansträning i anpassad miljö. 
 Redskap i metall och trä. 
 Underlaget är stenmjöl. Bra att veta:
Offentlig tillgänglighetsanpassad toalett finns i parken. När parklekshuset är öppet finns toalett att låna där. "
15454,Tranebergsängens utegym,Tranebergsvägen,59.33520016,17.98763903,"{""lat"": 59.335200159001324, ""lng"": 17.98763902644202}",Välkommen att träna vid Tranebergsängen.,"Fakta om anläggningen:
Vid Tranebergsängens fritidspark finns några gymredskap i trä på ett underlag av stenmjöl. Förslag på övningar finns i anslutning till varje redskap.
Bra att veta:
I parken finns även en multisportbana med tennisplan, basketkorgar och bandymål, skateboardramper, boulebana, samt en lekplats med plaskdamm. Gymmet ligger cirka 9 minuters promenad från Alviks tunnelbana."
13658,Vanadislundens utegym,Vanadislunden i korsningen Frejgatan/Sveavägen,59.34720399,18.05295897,"{""lat"": 59.34720399359923, ""lng"": 18.052958966917657}",Vanadislundens utegym ligger vid den nedre lekplatsen mot Sveavägen.,"Fakta om anläggningen:
Alla redskap i detta utegym ska kunna fungera för alla former av kroppsviktsträning, från nybörjare till mer avancerad. Detta utegym är utformat för att kunna utveckla och träna kroppens sju grundrörelser; höftfällning, knäböj, utfall, press, drag, rotation och gå/springa. Exempel på utrustning är chinsräcke, ringar för armgång, hoppstubbar och situpsbräda. 
 Utegymmet är i trä och metall. Underlaget är stenmjöl. 
 På platsen finns skyltar med information om hur redskapen används. 
 Utomhusgymmet är tillgänglighetsanpassat. "
13659,Vasaparkens utegym,"Vasaparken, mot Torsgatan",59.3390403,18.04044514,"{""lat"": 59.33904029967514, ""lng"": 18.040445139933837}",Detta utegym ligger på höjden i Vasaparkens västra del.,"Fakta om anläggningen:
All utrustning i detta utegym ska kunna fungera för alla former av kroppsviktsträning, från nybörjare till mer avancerad. Utegymmet är utformat för att kunna utveckla och träna kroppens sju grundrörelser; höftfällning, knäböj, utfall, press, drag, rotation och gå/springa. Exempel på utrustning är chinsräcke, volträcke, ribbstol och hoppstubbar. 
 Det finns även ett trädäck och en konstgräsyta för egna övningar på marken. 
 Gymmet består av två delar. Den ena delen har konstgräs som underlag och den andra har stenmjöl. 
 På platsen finns skyltar med information om hur redskapen används. Bra att veta:
Det är en backe upp till gymmet. Utomhusgymmet i Vanadislunden är tillgängligt och lättare att ta sig till för dig som har svårt att gå. "
15315,Vespern,,59.25036776,18.11469712,"{""lat"": 59.25036775977103, ""lng"": 18.114697124411812}",Utegym vid Skönstaviks allé.,"Fakta om anläggningen: 
Ett litet utegym med ett fåtal redskap som ligger på lekplatsen Vespern vid Skönstaviks allé. På platsen finns ett multiträningsredskap med övningar för:
ben, 
 balans, 
 mage , 
 skuldror, 
 situpsbräda , Bra att veta: 
Gymredskapen är placerade i anslutning till lekplatsen. I parken som ligger alldeles i närheten, bakom Sköndalsvägen, finns en multibollplan och boulebana."
